timestamp,altitude,velocity,pitch,roll,yaw,anomaly,instability_type,altitude_rolling_mean,altitude_rolling_std,altitude_rolling_min,altitude_rolling_max,altitude_rolling_range,velocity_rolling_mean,velocity_rolling_std,velocity_rolling_min,velocity_rolling_max,velocity_rolling_range,pitch_rolling_mean,pitch_rolling_std,pitch_rolling_min,pitch_rolling_max,pitch_rolling_range,roll_rolling_mean,roll_rolling_std,roll_rolling_min,roll_rolling_max,roll_rolling_range,yaw_rolling_mean,yaw_rolling_std,yaw_rolling_min,yaw_rolling_max,yaw_rolling_range,altitude_rate,altitude_acceleration,altitude_gradient_magnitude,sudden_altitude_drop,rapid_climb_event,altitude_trend,altitude_deviation,altitude_volatility,velocity_rate,velocity_acceleration,velocity_gradient_magnitude,velocity_spike,velocity_drop,velocity_trend,velocity_deviation,velocity_volatility,velocity_stability_score,pitch_oscillation_strength,pitch_oscillation_detected,roll_oscillation_strength,roll_oscillation_detected,combined_oscillation_magnitude,pitch_zero_crossings,pitch_oscillation_frequency,oscillation_stability_score,oscillation_alert
10,10007.66625320062,252.5916684616164,2.424100044903625,0.344264489418809,90.6011417965534,0,normal,10008.61346188912,4.796251248559132,10000.30866182756,10018.489471569676,18.180809742116253,250.90177241378177,1.289447181741786,248.4043034983032,253.7096133712388,5.305309872935595,2.2239402329972715,0.2373234781643824,1.864301053902556,2.765612722073129,0.9013116681705728,0.4341097569287067,0.3644435424132295,-0.044596881612644,0.952553360910032,0.997150242522676,90.13193267388692,0.5933943501217427,89.12038410650999,91.28820140258613,2.1678172960761373,-4.034401937113216,-10.090959607603509,4.034401937113216,0,0,10008.61346188912,3.21090910185194,4.796251248559132,1.8380502318251215,1.1467897131340408,1.8380502318251215,0,0,250.90177241378177,1.3509771984056729,1.289447181741786,0.4367866653465275,0.23732347816438246,0,0.3644435424132295,0,0.601767020577612,18.0,0.6,0.6243105190412715,0
11,10008.649181315866,251.82469592891024,2.4316256018178604,0.952553360910032,90.44360570834986,0,normal,10008.61346188912,4.796251248559132,10000.30866182756,10018.489471569676,18.180809742116253,250.90177241378177,1.289447181741786,248.4043034983032,253.7096133712388,5.305309872935595,2.2239402329972715,0.2373234781643824,1.864301053902556,2.765612722073129,0.9013116681705728,0.4341097569287067,0.3644435424132295,-0.044596881612644,0.952553360910032,0.997150242522676,90.13193267388692,0.5933943501217427,89.12038410650999,91.28820140258613,2.1678172960761373,0.9829281152469777,5.017330052360194,0.9829281152469777,0,0,10008.61346188912,3.21090910185194,4.796251248559132,-0.7669725327061485,-2.6050227645312702,0.7669725327061485,0,0,250.90177241378177,1.3509771984056729,1.289447181741786,0.4367866653465275,0.23732347816438246,0,0.3644435424132295,0,0.601767020577612,18.0,0.6,0.6243105190412715,0
12,10013.181032086724,251.19729678703385,2.019161755053889,0.8058592136256562,89.94631056743734,0,normal,10008.61346188912,4.796251248559132,10000.30866182756,10018.489471569676,18.180809742116253,250.90177241378177,1.289447181741786,248.4043034983032,253.7096133712388,5.305309872935595,2.2239402329972715,0.2373234781643824,1.864301053902556,2.765612722073129,0.9013116681705728,0.4341097569287067,0.3644435424132295,-0.044596881612644,0.952553360910032,0.997150242522676,90.13193267388692,0.5933943501217427,89.12038410650999,91.28820140258613,2.1678172960761373,4.531850770858,3.5489226556110225,4.531850770858,0,0,10008.61346188912,3.21090910185194,4.796251248559132,-0.6273991418763956,0.1395733908297529,0.6273991418763956,0,0,250.90177241378177,1.3509771984056729,1.289447181741786,0.4367866653465275,0.23732347816438246,0,0.3644435424132295,0,0.601767020577612,18.0,0.6,0.6243105190412715,0
13,10003.39701303868,251.04771944249973,2.2094030072536093,0.9145388076744148,89.73609326739567,0,normal,10008.61346188912,4.796251248559132,10000.30866182756,10018.489471569676,18.180809742116253,250.90177241378177,1.289447181741786,248.4043034983032,253.7096133712388,5.305309872935595,2.2239402329972715,0.2373234781643824,1.864301053902556,2.765612722073129,0.9013116681705728,0.4341097569287067,0.3644435424132295,-0.044596881612644,0.952553360910032,0.997150242522676,90.13193267388692,0.5933943501217427,89.12038410650999,91.28820140258613,2.1678172960761373,-9.784019048043774,-14.315869818901774,9.784019048043774,0,0,10008.61346188912,3.21090910185194,4.796251248559132,-0.1495773445341228,0.4778217973422727,0.1495773445341228,0,0,250.90177241378177,1.3509771984056729,1.289447181741786,0.4367866653465275,0.23732347816438246,0,0.3644435424132295,0,0.601767020577612,18.0,0.6,0.6243105190412715,0
14,10005.329722301858,251.45838731327223,2.48670656201951,0.857632772293391,90.54057201623694,0,normal,10008.61346188912,4.796251248559132,10000.30866182756,10018.489471569676,18.180809742116253,250.90177241378177,1.289447181741786,248.4043034983032,253.7096133712388,5.305309872935595,2.2239402329972715,0.2373234781643824,1.864301053902556,2.765612722073129,0.9013116681705728,0.4341097569287067,0.3644435424132295,-0.044596881612644,0.952553360910032,0.997150242522676,90.13193267388692,0.5933943501217427,89.12038410650999,91.28820140258613,2.1678172960761373,1.9327092631774576,11.716728311221232,1.9327092631774576,0,0,10008.61346188912,3.21090910185194,4.796251248559132,0.4106678707724995,0.5602452153066224,0.4106678707724995,0,0,250.90177241378177,1.3509771984056729,1.289447181741786,0.4367866653465275,0.23732347816438246,0,0.3644435424132295,0,0.601767020577612,18.0,0.6,0.6243105190412715,0
15,10012.132375601155,250.9658374753644,2.349127748124446,0.9363214026514396,90.2631192603107,0,normal,10008.61346188912,4.796251248559132,10000.30866182756,10018.489471569676,18.180809742116253,250.90177241378177,1.289447181741786,248.4043034983032,253.7096133712388,5.305309872935595,2.2239402329972715,0.2373234781643824,1.864301053902556,2.765612722073129,0.9013116681705728,0.4341097569287067,0.3644435424132295,-0.044596881612644,0.952553360910032,0.997150242522676,90.13193267388692,0.5933943501217427,89.12038410650999,91.28820140258613,2.1678172960761373,6.802653299297162,4.869944036119705,6.802653299297162,0,0,10008.61346188912,3.21090910185194,4.796251248559132,-0.4925498379078306,-0.90321770868033,0.4925498379078306,0,0,250.90177241378177,1.3509771984056729,1.289447181741786,0.4367866653465275,0.23732347816438246,0,0.3644435424132295,0,0.601767020577612,18.0,0.6,0.6243105190412715,0
16,10010.867665059752,249.4680832973616,2.1439394762102686,0.4862441253381289,89.64900125548584,0,normal,10008.61346188912,4.796251248559132,10000.30866182756,10018.489471569676,18.180809742116253,250.90177241378177,1.289447181741786,248.4043034983032,253.7096133712388,5.305309872935595,2.2239402329972715,0.2373234781643824,1.864301053902556,2.765612722073129,0.9013116681705728,0.4341097569287067,0.3644435424132295,-0.044596881612644,0.952553360910032,0.997150242522676,90.13193267388692,0.5933943501217427,89.12038410650999,91.28820140258613,2.1678172960761373,-1.264710541403474,-8.067363840700637,1.264710541403474,0,0,10008.61346188912,3.21090910185194,4.796251248559132,-1.4977541780027934,-1.0052043400949628,1.4977541780027934,0,0,250.90177241378177,1.3509771984056729,1.289447181741786,0.4367866653465275,0.23732347816438246,0,0.3644435424132295,0,0.601767020577612,18.0,0.6,0.6243105190412715,0
17,10018.489471569676,253.7096133712388,2.4673037903952344,0.6726852237183159,89.57993548987983,0,normal,10008.61346188912,4.796251248559132,10000.30866182756,10018.489471569676,18.180809742116253,250.90177241378177,1.289447181741786,248.4043034983032,253.7096133712388,5.305309872935595,2.2239402329972715,0.2373234781643824,1.864301053902556,2.765612722073129,0.9013116681705728,0.4341097569287067,0.3644435424132295,-0.044596881612644,0.952553360910032,0.997150242522676,90.13193267388692,0.5933943501217427,89.12038410650999,91.28820140258613,2.1678172960761373,7.621806509923772,8.886517051327246,7.621806509923772,0,0,10008.61346188912,3.21090910185194,4.796251248559132,4.241530073877186,5.73928425187998,4.241530073877186,0,0,250.90177241378177,1.3509771984056729,1.289447181741786,0.4367866653465275,0.23732347816438246,0,0.3644435424132295,0,0.601767020577612,18.0,0.6,0.6243105190412715,0
18,10013.362836964978,251.91669616557485,2.248702003015448,0.474229393572605,89.87870728227985,0,normal,10008.61346188912,4.796251248559132,10000.30866182756,10018.489471569676,18.180809742116253,250.90177241378177,1.289447181741786,248.4043034983032,253.7096133712388,5.305309872935595,2.2239402329972715,0.2373234781643824,1.864301053902556,2.765612722073129,0.9013116681705728,0.4341097569287067,0.3644435424132295,-0.044596881612644,0.952553360910032,0.997150242522676,90.13193267388692,0.5933943501217427,89.12038410650999,91.28820140258613,2.1678172960761373,-5.126634604697756,-12.748441114621528,5.126634604697756,0,0,10008.61346188912,3.21090910185194,4.796251248559132,-1.7929172056639402,-6.034447279541126,1.7929172056639402,0,0,250.90177241378177,1.3509771984056729,1.289447181741786,0.4367866653465275,0.23732347816438246,0,0.3644435424132295,0,0.601767020577612,18.0,0.6,0.6243105190412715,0
19,10011.824370990971,252.25274961218744,2.765612722073129,0.7463016639398438,91.28820140258613,0,normal,10008.61346188912,4.796251248559132,10000.30866182756,10018.489471569676,18.180809742116253,250.90177241378177,1.289447181741786,248.4043034983032,253.7096133712388,5.305309872935595,2.2239402329972715,0.2373234781643824,1.864301053902556,2.765612722073129,0.9013116681705728,0.4341097569287067,0.3644435424132295,-0.044596881612644,0.952553360910032,0.997150242522676,90.13193267388692,0.5933943501217427,89.12038410650999,91.28820140258613,2.1678172960761373,-1.538465974006613,3.588168630691144,1.538465974006613,0,0,10008.61346188912,3.21090910185194,4.796251248559132,0.3360534466125955,2.128970652276536,0.3360534466125955,0,0,250.90177241378177,1.3509771984056729,1.289447181741786,0.4367866653465275,0.23732347816438246,0,0.3644435424132295,0,0.601767020577612,18.0,0.6,0.6243105190412715,0
20,10027.195176924111,251.8891839616664,2.7297037848876,1.0521952073729754,91.50397762059578,0,normal,10009.849042197073,6.1312310485679085,10000.30866182756,10027.195176924111,26.886515096552102,251.01741959596623,1.2678466507902046,248.4043034983032,253.7096133712388,5.305309872935595,2.267210369546524,0.2469963316810215,1.9304404961143853,2.765612722073129,0.8351722259587435,0.4888708655442394,0.3711970259131662,-0.044596881612644,1.0521952073729754,1.0967920889856195,90.19842439872504,0.6681680715381582,89.12038410650999,91.50397762059578,2.3835935140857885,15.370805933140218,16.90927190714683,15.370805933140218,0,0,10009.849042197073,17.346134727040408,6.1312310485679085,-0.3635656505210534,-0.6996190971336489,0.3635656505210534,0,0,251.01741959596623,0.8717643657001304,1.2678466507902046,0.4409469218968407,0.24699633168102156,0,0.3711970259131662,0,0.6181933575941878,18.0,0.6,0.6179731212632879,0
21,10019.717108482177,251.30368546457325,2.554531098068122,0.9240921223570784,90.51941437334663,0,normal,10010.819464529804,6.077453473733329,10002.828166545049,10027.195176924111,24.367010379062776,251.1002749079408,1.2270356285119466,248.4043034983032,253.7096133712388,5.305309872935595,2.2967424398487,0.2441142391664972,1.9304404961143853,2.765612722073129,0.8351722259587435,0.5333156477030107,0.3672119515030063,-0.044596881612644,1.0521952073729754,1.0967920889856195,90.21631204424556,0.6719103385419585,89.12038410650999,91.50397762059578,2.3835935140857885,-7.478068441934738,-22.84887437507496,7.478068441934738,0,0,10010.819464529804,8.897643952373983,6.077453473733329,-0.5854984970931412,-0.2219328465720877,0.5854984970931412,0,0,251.1002749079408,0.2034105566324626,1.2270356285119466,0.4490273919273473,0.2441142391664972,0,0.36721195150300634,0,0.6113261906695036,18.0,0.6,0.620606805617987,0
22,10022.160603331526,251.9437728443812,2.7178050209846725,1.313119523648239,90.51093064428238,0,normal,10011.665579228384,6.427438338904363,10002.828166545049,10027.195176924111,24.367010379062776,251.27724837524465,1.0618639769099505,249.2249349641573,253.7096133712388,4.484678407081475,2.336110666092214,0.2454172507138616,1.9694935481990208,2.765612722073129,0.796119173874108,0.5935099002206506,0.3918800844334257,-0.044596881612644,1.313119523648239,1.357716405260883,90.26327170593548,0.6571479855057049,89.12038410650999,91.50397762059578,2.3835935140857885,2.4434948493490083,9.921563291283746,2.4434948493490083,0,0,10011.665579228384,10.495024103140167,6.427438338904363,0.6400873798079374,1.2255858769010786,0.6400873798079374,0,0,251.27724837524465,0.6665244691365331,1.0618639769099505,0.484998046039229,0.2454172507138616,0,0.3918800844334257,0,0.6372973351472873,18.0,0.6,0.6107626138107911,0
23,10015.674011422452,250.62034577263327,2.4693402401549367,0.6123810356647861,90.28779486115562,0,normal,10011.918544834396,6.483219864781338,10002.828166545049,10027.195176924111,24.367010379062776,251.3097791718415,1.0291615969553387,249.2249349641573,253.7096133712388,4.484678407081475,2.35473754431866,0.2403840682681482,1.9694935481990208,2.765612722073129,0.796119173874108,0.6031851388893463,0.3897243977834556,-0.044596881612644,1.313119523648239,1.357716405260883,90.26017229342892,0.6568646042077181,89.12038410650999,91.50397762059578,2.3835935140857885,-6.486591909073468,-8.930086758422476,6.486591909073468,0,0,10011.918544834396,3.755466588056152,6.483219864781338,-1.3234270717479149,-1.963514451555852,1.3234270717479149,0,0,251.3097791718415,-0.6894333992082409,1.0291615969553387,0.4928143729412447,0.24038406826814823,0,0.3897243977834556,0,0.6301084660516039,18.0,0.6,0.613456110943444,0
24,10021.048349020086,254.58598237576072,2.6191070418586166,1.1391485131666816,90.00816257869953,0,normal,10012.829553958149,6.418436647827075,10003.39701303868,10027.195176924111,23.798163885430768,251.4824581630462,1.2613689837095032,249.2249349641573,254.58598237576072,5.361047411603408,2.3687543778270945,0.247472736771833,1.9694935481990208,2.765612722073129,0.796119173874108,0.6623724086283127,0.3758071700965738,-0.0297468987433991,1.313119523648239,1.342866422391638,90.29383355583464,0.6233499737231541,89.12038410650999,91.50397762059578,2.3835935140857885,5.374337597633712,11.86092950670718,5.374337597633712,0,0,10012.829553958149,8.21879506193909,6.418436647827075,3.96563660312745,5.289063674875365,3.96563660312745,0,0,251.4824581630462,3.103524212714518,1.2613689837095032,0.4422100096020688,0.24747273677183307,0,0.3758071700965738,0,0.6232799068684068,18.0,0.6,0.6160367018459413,0
25,10025.295008874002,251.16261569459863,2.770036368738208,0.6479672994742058,91.18239744731268,0,normal,10013.90294279473,6.625440391855937,10003.39701303868,10027.195176924111,23.798163885430768,251.57934219956823,1.1481825553700895,249.4680832973616,254.58598237576072,5.11789907839912,2.4087815188540542,0.2442159246542553,2.015114489258348,2.770036368738208,0.75492187947986,0.696258118539193,0.3388527935032109,-0.0223566664324179,1.313119523648239,1.3354761900806569,90.36431011941724,0.6407864601540392,89.12038410650999,91.50397762059578,2.3835935140857885,4.246659853915844,-1.127677743717868,4.246659853915844,0,0,10013.90294279473,11.3920660792719,6.625440391855937,-3.423366681162093,-7.389003284289544,3.423366681162093,0,0,251.57934219956823,-0.4167265049696027,1.1481825553700895,0.4655097852369067,0.24421592465425535,0,0.33885279350321096,0,0.5830687181574663,18.0,0.6,0.6316845178798681,0
26,10019.953087302105,251.45243440537152,2.530878829067458,1.083172069552708,91.45094930073289,0,normal,10014.20597392356,6.762124894953449,10003.39701303868,10027.195176924111,23.798163885430768,251.56961173546205,1.1484032137756253,249.4680832973616,254.58598237576072,5.11789907839912,2.4179292501632093,0.2452407474226679,2.015114489258348,2.770036368738208,0.75492187947986,0.718440207877747,0.3493035592827492,-0.0223566664324179,1.313119523648239,1.3354761900806569,90.48083837912836,0.6140201668801536,89.57993548987983,91.50397762059578,1.9240421307159463,-5.341921571896819,-9.588581425812665,5.341921571896819,0,0,10014.20597392356,5.747113378543872,6.762124894953449,0.2898187107728915,3.713185391934985,0.2898187107728915,0,0,251.56961173546205,-0.1171773300905272,1.1484032137756253,0.4654619736127605,0.24524074742266794,0,0.3493035592827492,0,0.5945443067054171,18.0,0.6,0.627138421801624,0
27,10028.551633760611,252.1304207538792,2.436824244610473,1.3085307883221573,90.086753330458,0,normal,10015.091982692617,7.42510215783163,10003.39701303868,10028.551633760611,25.15462072193077,251.6168582534408,1.15120261529954,249.4680832973616,254.58598237576072,5.11789907839912,2.439014737930816,0.2261721274018985,2.019161755053889,2.770036368738208,0.750874613684319,0.7751719259336167,0.3483461497911857,-0.0223566664324179,1.313119523648239,1.3354761900806569,90.43921609799344,0.6109478954594748,89.57993548987983,91.50397762059578,1.9240421307159463,8.598546458506462,13.94046803040328,8.598546458506462,0,0,10015.091982692617,13.459651067994857,7.42510215783163,0.6779863485076874,0.3881676377347958,0.6779863485076874,0,0,251.6168582534408,0.513562500438411,1.15120261529954,0.4648562589539047,0.22617212740189854,0,0.3483461497911857,0,0.5745182771930842,18.0,0.6,0.6351148884614499,0
28,10024.632371406817,253.9440067144568,2.151800473358807,1.052613909909023,90.51129210791592,0,normal,10016.041396389595,7.3672084738864445,10003.39701303868,10028.551633760611,25.15462072193077,251.8109407036086,1.2014436457026698,249.4680832973616,254.58598237576072,5.11789907839912,2.4453455751660083,0.2154990697977114,2.019161755053889,2.770036368738208,0.750874613684319,0.8289204547506888,0.2981257129081966,0.2545581724032857,1.313119523648239,1.0585613512449532,90.46257797134096,0.6039351707941413,89.57993548987983,91.50397762059578,1.9240421307159463,-3.919262353794693,-12.517808812301157,3.919262353794693,0,0,10016.041396389595,8.590975017221353,7.3672084738864445,1.8135859605775977,1.1355996120699103,1.8135859605775977,0,0,251.8109407036086,2.1330660108482107,1.2014436457026698,0.4542473762397011,0.21549906979771144,0,0.29812571290819667,0,0.5136247827059082,18.0,0.6,0.6606657154571024,0
29,10027.136753761515,252.754628683222,2.4797297903744955,1.3118313867643443,90.3469712998546,0,normal,10016.813201320783,7.690016483505541,10003.39701303868,10028.551633760611,25.15462072193077,251.9109912262801,1.1920412366957174,249.4680832973616,254.58598237576072,5.11789907839912,2.4502719801485204,0.2150813285117359,2.019161755053889,2.770036368738208,0.750874613684319,0.8817841154687418,0.2843385193029142,0.344264489418809,1.313119523648239,0.96885503422943,90.41676658054348,0.574016923229133,89.57993548987983,91.50397762059578,1.9240421307159463,2.504382354698464,6.423644708493157,2.504382354698464,0,0,10016.813201320783,10.323552440731874,7.690016483505541,-1.18937803123481,-3.002963991812408,1.18937803123481,0,0,251.9109912262801,0.8436374569418774,1.1920412366957174,0.4561957974419313,0.2150813285117359,0,0.28433851930291426,0,0.49941984781465015,18.0,0.6,0.6669246118473513,0
